instance id,request id,model,input,output,arrival,end_time,latency,queuing_delay,TTFT,TPOT,ITL,npu_cache_hit,storage_cache_hit,prefix_cache_hit
0,34,meta-llama/Llama-3.1-70B,1065,1110,3170788537,4484840750,1314052213,7623137,98801816,27619327,"[21681957, 21694746, 21694746, 21694746, 22125706, 26599157, 23372817, 21761555, 21761555, 21761555, 21761555, 82547372, 22999167, 21828674, 83361217, 22136320, 22136320, 22133280, 22133280, 22133280, 22133280, 22133280, 91630227, 27810146, 22284637, 23986064, 22325890, 44785819, 22404762, 30732926, 22418961, 22418961, 23372202, 25089213, 22478399, 22478399, 22478399, 22428236, 22428236, 22428236, 22428236, 22418961, 22418961, 22418961]",0,0,0
0,43,meta-llama/Llama-3.1-70B,1081,1103,3880823975,4484840750,604016775,351943,91982170,24382600,"[27810146, 22284637, 23986064, 22325890, 44785819, 22404762, 30732926, 22418961, 22418961, 23372202, 25089213, 22478399, 22478399, 22478399, 22428236, 22428236, 22428236, 22428236, 22418961, 22418961, 22418961]",0,0,0
0,42,meta-llama/Llama-3.1-70B,635,686,3640781687,5010990850,1370209163,2093974,85455191,25695079,"[22136320, 22136320, 22133280, 22133280, 22133280, 22133280, 22133280, 91630227, 27810146, 22284637, 23986064, 22325890, 44785819, 22404762, 30732926, 22418961, 22418961, 23372202, 25089213, 22478399, 22478399, 22478399, 22428236, 22428236, 22428236, 22428236, 22418961, 22418961, 22418961, 22330690, 22330690, 22330690, 22330690, 22330690, 58679103, 22404762, 22404762, 22404762, 22404762, 42008889, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961]",0,0,0
0,24,meta-llama/Llama-3.1-70B,161,286,2074623946,5235649517,3161025571,10286,27406891,25271118,"[21519026, 21519026, 21519026, 21519026, 21519026, 21519026, 22052053, 28785890, 21523565, 21523565, 23029726, 21565930, 21565930, 21565930, 22227195, 22585261, 21626700, 21626700, 21626700, 22594147, 45179239, 21760675, 21760675, 21760675, 21760675, 21760675, 21760675, 21760675, 21760675, 21760675, 21680517, 21680517, 21680517, 23199471, 21760675, 21760675, 21760675, 21760675, 21760675, 21760675, 21760675, 21680517, 21680517, 21680517, 21680517, 21680517, 21680517, 21693226, 91178679, 21681957, 21694746, 21694746, 21694746, 22125706, 26599157, 23372817, 21761555, 21761555, 21761555, 21761555, 82547372, 22999167, 21828674, 83361217, 22136320, 22136320, 22133280, 22133280, 22133280, 22133280, 22133280, 91630227, 27810146, 22284637, 23986064, 22325890, 44785819, 22404762, 30732926, 22418961, 22418961, 23372202, 25089213, 22478399, 22478399, 22478399, 22428236, 22428236, 22428236, 22428236, 22418961, 22418961, 22418961, 22330690, 22330690, 22330690, 22330690, 22330690, 58679103, 22404762, 22404762, 22404762, 22404762, 42008889, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22888018, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961]",0,0,0
0,36,meta-llama/Llama-3.1-70B,134,205,3372350479,5260721149,1888370670,6131775,32730932,26509139,"[23372817, 21761555, 21761555, 21761555, 21761555, 82547372, 22999167, 21828674, 83361217, 22136320, 22136320, 22133280, 22133280, 22133280, 22133280, 22133280, 91630227, 27810146, 22284637, 23986064, 22325890, 44785819, 22404762, 30732926, 22418961, 22418961, 23372202, 25089213, 22478399, 22478399, 22478399, 22428236, 22428236, 22428236, 22428236, 22418961, 22418961, 22418961, 22330690, 22330690, 22330690, 22330690, 22330690, 58679103, 22404762, 22404762, 22404762, 22404762, 42008889, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22888018, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 25071632]",0,0,0
0,10,meta-llama/Llama-3.1-70B,6,180,1029050004,5327935435,4298885431,17966280,39978460,24617959,"[20506643, 20506643, 20506643, 20506643, 20506643, 20506643, 20506643, 20506643, 20506643, 20506643, 20506643, 20506643, 20506643, 20506643, 20506643, 20506643, 22089861, 20577398, 20577398, 20577398, 20577398, 20577398, 20577398, 20577398, 22625631, 21545764, 33464442, 31275761, 29892686, 21008913, 21008913, 28700077, 21110497, 22514480, 21110497, 22368837, 21197006, 21197006, 21197006, 22049530, 34797098, 47405617, 25457273, 21440799, 27396605, 21519026, 21519026, 21519026, 21519026, 21519026, 21519026, 22052053, 28785890, 21523565, 21523565, 23029726, 21565930, 21565930, 21565930, 22227195, 22585261, 21626700, 21626700, 21626700, 22594147, 45179239, 21760675, 21760675, 21760675, 21760675, 21760675, 21760675, 21760675, 21760675, 21760675, 21680517, 21680517, 21680517, 23199471, 21760675, 21760675, 21760675, 21760675, 21760675, 21760675, 21760675, 21680517, 21680517, 21680517, 21680517, 21680517, 21680517, 21693226, 91178679, 21681957, 21694746, 21694746, 21694746, 22125706, 26599157, 23372817, 21761555, 21761555, 21761555, 21761555, 82547372, 22999167, 21828674, 83361217, 22136320, 22136320, 22133280, 22133280, 22133280, 22133280, 22133280, 91630227, 27810146, 22284637, 23986064, 22325890, 44785819, 22404762, 30732926, 22418961, 22418961, 23372202, 25089213, 22478399, 22478399, 22478399, 22428236, 22428236, 22428236, 22428236, 22418961, 22418961, 22418961, 22330690, 22330690, 22330690, 22330690, 22330690, 58679103, 22404762, 22404762, 22404762, 22404762, 42008889, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22888018, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 25071632, 22404762, 22404762, 22404762]",0,0,0
0,21,meta-llama/Llama-3.1-70B,301,436,1933551206,5386940294,3453389088,11982239,46779337,25422460,"[47405617, 25457273, 21440799, 27396605, 21519026, 21519026, 21519026, 21519026, 21519026, 21519026, 22052053, 28785890, 21523565, 21523565, 23029726, 21565930, 21565930, 21565930, 22227195, 22585261, 21626700, 21626700, 21626700, 22594147, 45179239, 21760675, 21760675, 21760675, 21760675, 21760675, 21760675, 21760675, 21760675, 21760675, 21680517, 21680517, 21680517, 23199471, 21760675, 21760675, 21760675, 21760675, 21760675, 21760675, 21760675, 21680517, 21680517, 21680517, 21680517, 21680517, 21680517, 21693226, 91178679, 21681957, 21694746, 21694746, 21694746, 22125706, 26599157, 23372817, 21761555, 21761555, 21761555, 21761555, 82547372, 22999167, 21828674, 83361217, 22136320, 22136320, 22133280, 22133280, 22133280, 22133280, 22133280, 91630227, 27810146, 22284637, 23986064, 22325890, 44785819, 22404762, 30732926, 22418961, 22418961, 23372202, 25089213, 22478399, 22478399, 22478399, 22428236, 22428236, 22428236, 22428236, 22418961, 22418961, 22418961, 22330690, 22330690, 22330690, 22330690, 22330690, 58679103, 22404762, 22404762, 22404762, 22404762, 42008889, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22888018, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 25071632, 22404762, 22404762, 22404762, 36600097, 22404762]",0,0,0
0,49,meta-llama/Llama-3.1-70B,73,123,4229722316,5431592074,1201869758,5624197,30713410,23901149,"[22478399, 22478399, 22478399, 22428236, 22428236, 22428236, 22428236, 22418961, 22418961, 22418961, 22330690, 22330690, 22330690, 22330690, 22330690, 58679103, 22404762, 22404762, 22404762, 22404762, 42008889, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22888018, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 25071632, 22404762, 22404762, 22404762, 36600097, 22404762, 22325890, 22325890]",0,0,0
0,27,meta-llama/Llama-3.1-70B,34,158,2322894048,5476161348,3153267300,2136018,25165744,25431719,"[21565930, 21565930, 21565930, 22227195, 22585261, 21626700, 21626700, 21626700, 22594147, 45179239, 21760675, 21760675, 21760675, 21760675, 21760675, 21760675, 21760675, 21760675, 21760675, 21680517, 21680517, 21680517, 23199471, 21760675, 21760675, 21760675, 21760675, 21760675, 21760675, 21760675, 21680517, 21680517, 21680517, 21680517, 21680517, 21680517, 21693226, 91178679, 21681957, 21694746, 21694746, 21694746, 22125706, 26599157, 23372817, 21761555, 21761555, 21761555, 21761555, 82547372, 22999167, 21828674, 83361217, 22136320, 22136320, 22133280, 22133280, 22133280, 22133280, 22133280, 91630227, 27810146, 22284637, 23986064, 22325890, 44785819, 22404762, 30732926, 22418961, 22418961, 23372202, 25089213, 22478399, 22478399, 22478399, 22428236, 22428236, 22428236, 22428236, 22418961, 22418961, 22418961, 22330690, 22330690, 22330690, 22330690, 22330690, 58679103, 22404762, 22404762, 22404762, 22404762, 42008889, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22888018, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 25071632, 22404762, 22404762, 22404762, 36600097, 22404762, 22325890, 22325890, 22284637, 22284637]",0,0,0
0,23,meta-llama/Llama-3.1-70B,107,259,2013730478,5935692448,3921961970,14005682,39462955,25711914,"[21440799, 27396605, 21519026, 21519026, 21519026, 21519026, 21519026, 21519026, 22052053, 28785890, 21523565, 21523565, 23029726, 21565930, 21565930, 21565930, 22227195, 22585261, 21626700, 21626700, 21626700, 22594147, 45179239, 21760675, 21760675, 21760675, 21760675, 21760675, 21760675, 21760675, 21760675, 21760675, 21680517, 21680517, 21680517, 23199471, 21760675, 21760675, 21760675, 21760675, 21760675, 21760675, 21760675, 21680517, 21680517, 21680517, 21680517, 21680517, 21680517, 21693226, 91178679, 21681957, 21694746, 21694746, 21694746, 22125706, 26599157, 23372817, 21761555, 21761555, 21761555, 21761555, 82547372, 22999167, 21828674, 83361217, 22136320, 22136320, 22133280, 22133280, 22133280, 22133280, 22133280, 91630227, 27810146, 22284637, 23986064, 22325890, 44785819, 22404762, 30732926, 22418961, 22418961, 23372202, 25089213, 22478399, 22478399, 22478399, 22428236, 22428236, 22428236, 22428236, 22418961, 22418961, 22418961, 22330690, 22330690, 22330690, 22330690, 22330690, 58679103, 22404762, 22404762, 22404762, 22404762, 42008889, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22888018, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 25071632, 22404762, 22404762, 22404762, 36600097, 22404762, 22325890, 22325890, 22284637, 22284637, 22345324, 22345324, 22345324, 22345324, 22345324, 22993930, 35329972, 67082381, 70011850, 38968753, 22566607, 22566607, 22566607, 22566607, 23151166]",0,0,0
0,61,meta-llama/Llama-3.1-70B,347,353,5735930675,5935692448,199761773,47375426,86344179,22683518,"[22566607, 22566607, 22566607, 22566607, 23151166]",0,0,0
0,29,meta-llama/Llama-3.1-70B,16,153,2417400904,6003996338,3586595434,17583873,40169134,26076663,"[21626700, 21626700, 21626700, 22594147, 45179239, 21760675, 21760675, 21760675, 21760675, 21760675, 21760675, 21760675, 21760675, 21760675, 21680517, 21680517, 21680517, 23199471, 21760675, 21760675, 21760675, 21760675, 21760675, 21760675, 21760675, 21680517, 21680517, 21680517, 21680517, 21680517, 21680517, 21693226, 91178679, 21681957, 21694746, 21694746, 21694746, 22125706, 26599157, 23372817, 21761555, 21761555, 21761555, 21761555, 82547372, 22999167, 21828674, 83361217, 22136320, 22136320, 22133280, 22133280, 22133280, 22133280, 22133280, 91630227, 27810146, 22284637, 23986064, 22325890, 44785819, 22404762, 30732926, 22418961, 22418961, 23372202, 25089213, 22478399, 22478399, 22478399, 22428236, 22428236, 22428236, 22428236, 22418961, 22418961, 22418961, 22330690, 22330690, 22330690, 22330690, 22330690, 58679103, 22404762, 22404762, 22404762, 22404762, 42008889, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22888018, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 25071632, 22404762, 22404762, 22404762, 36600097, 22404762, 22325890, 22325890, 22284637, 22284637, 22345324, 22345324, 22345324, 22345324, 22345324, 22993930, 35329972, 67082381, 70011850, 38968753, 22566607, 22566607, 22566607, 22566607, 23151166, 22478399, 23258884, 22566607]",0,0,0
0,7,meta-llama/Llama-3.1-70B,50,269,811936853,6347411098,5535474245,5885491,28322529,25262163,"[20913325, 20913325, 20913325, 20913325, 21270872, 20366546, 20366546, 20366546, 20366546, 20366546, 22012180, 20506643, 20506643, 20506643, 20506643, 20506643, 20506643, 20506643, 20506643, 20506643, 20506643, 20506643, 20506643, 20506643, 20506643, 20506643, 20506643, 22089861, 20577398, 20577398, 20577398, 20577398, 20577398, 20577398, 20577398, 22625631, 21545764, 33464442, 31275761, 29892686, 21008913, 21008913, 28700077, 21110497, 22514480, 21110497, 22368837, 21197006, 21197006, 21197006, 22049530, 34797098, 47405617, 25457273, 21440799, 27396605, 21519026, 21519026, 21519026, 21519026, 21519026, 21519026, 22052053, 28785890, 21523565, 21523565, 23029726, 21565930, 21565930, 21565930, 22227195, 22585261, 21626700, 21626700, 21626700, 22594147, 45179239, 21760675, 21760675, 21760675, 21760675, 21760675, 21760675, 21760675, 21760675, 21760675, 21680517, 21680517, 21680517, 23199471, 21760675, 21760675, 21760675, 21760675, 21760675, 21760675, 21760675, 21680517, 21680517, 21680517, 21680517, 21680517, 21680517, 21693226, 91178679, 21681957, 21694746, 21694746, 21694746, 22125706, 26599157, 23372817, 21761555, 21761555, 21761555, 21761555, 82547372, 22999167, 21828674, 83361217, 22136320, 22136320, 22133280, 22133280, 22133280, 22133280, 22133280, 91630227, 27810146, 22284637, 23986064, 22325890, 44785819, 22404762, 30732926, 22418961, 22418961, 23372202, 25089213, 22478399, 22478399, 22478399, 22428236, 22428236, 22428236, 22428236, 22418961, 22418961, 22418961, 22330690, 22330690, 22330690, 22330690, 22330690, 58679103, 22404762, 22404762, 22404762, 22404762, 42008889, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22888018, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 25071632, 22404762, 22404762, 22404762, 36600097, 22404762, 22325890, 22325890, 22284637, 22284637, 22345324, 22345324, 22345324, 22345324, 22345324, 22993930, 35329972, 67082381, 70011850, 38968753, 22566607, 22566607, 22566607, 22566607, 23151166, 22478399, 23258884, 22566607, 69831965, 45636973, 34356791, 22547710, 22547710, 22547710, 22547710, 22547710, 58203067, 22647414]",0,0,0
0,31,meta-llama/Llama-3.1-70B,439,585,2529630331,6437739090,3908108759,15413954,60593193,26534590,"[21760675, 21760675, 21760675, 21760675, 21760675, 21760675, 21760675, 21760675, 21760675, 21680517, 21680517, 21680517, 23199471, 21760675, 21760675, 21760675, 21760675, 21760675, 21760675, 21760675, 21680517, 21680517, 21680517, 21680517, 21680517, 21680517, 21693226, 91178679, 21681957, 21694746, 21694746, 21694746, 22125706, 26599157, 23372817, 21761555, 21761555, 21761555, 21761555, 82547372, 22999167, 21828674, 83361217, 22136320, 22136320, 22133280, 22133280, 22133280, 22133280, 22133280, 91630227, 27810146, 22284637, 23986064, 22325890, 44785819, 22404762, 30732926, 22418961, 22418961, 23372202, 25089213, 22478399, 22478399, 22478399, 22428236, 22428236, 22428236, 22428236, 22418961, 22418961, 22418961, 22330690, 22330690, 22330690, 22330690, 22330690, 58679103, 22404762, 22404762, 22404762, 22404762, 42008889, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22888018, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 25071632, 22404762, 22404762, 22404762, 36600097, 22404762, 22325890, 22325890, 22284637, 22284637, 22345324, 22345324, 22345324, 22345324, 22345324, 22993930, 35329972, 67082381, 70011850, 38968753, 22566607, 22566607, 22566607, 22566607, 23151166, 22478399, 23258884, 22566607, 69831965, 45636973, 34356791, 22547710, 22547710, 22547710, 22547710, 22547710, 58203067, 22647414, 22581998, 22581998, 22581998, 22581998]",0,0,0
0,37,meta-llama/Llama-3.1-70B,43,156,3382628210,6482834510,3100206300,22453201,45826018,27271252,"[21761555, 21761555, 21761555, 21761555, 82547372, 22999167, 21828674, 83361217, 22136320, 22136320, 22133280, 22133280, 22133280, 22133280, 22133280, 91630227, 27810146, 22284637, 23986064, 22325890, 44785819, 22404762, 30732926, 22418961, 22418961, 23372202, 25089213, 22478399, 22478399, 22478399, 22428236, 22428236, 22428236, 22428236, 22418961, 22418961, 22418961, 22330690, 22330690, 22330690, 22330690, 22330690, 58679103, 22404762, 22404762, 22404762, 22404762, 42008889, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22888018, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 25071632, 22404762, 22404762, 22404762, 36600097, 22404762, 22325890, 22325890, 22284637, 22284637, 22345324, 22345324, 22345324, 22345324, 22345324, 22993930, 35329972, 67082381, 70011850, 38968753, 22566607, 22566607, 22566607, 22566607, 23151166, 22478399, 23258884, 22566607, 69831965, 45636973, 34356791, 22547710, 22547710, 22547710, 22547710, 22547710, 58203067, 22647414, 22581998, 22581998, 22581998, 22581998, 22547710, 22547710]",0,0,0
0,15,meta-llama/Llama-3.1-70B,270,457,1622246507,6505419124,4883172617,18655729,49931490,25985167,"[29892686, 21008913, 21008913, 28700077, 21110497, 22514480, 21110497, 22368837, 21197006, 21197006, 21197006, 22049530, 34797098, 47405617, 25457273, 21440799, 27396605, 21519026, 21519026, 21519026, 21519026, 21519026, 21519026, 22052053, 28785890, 21523565, 21523565, 23029726, 21565930, 21565930, 21565930, 22227195, 22585261, 21626700, 21626700, 21626700, 22594147, 45179239, 21760675, 21760675, 21760675, 21760675, 21760675, 21760675, 21760675, 21760675, 21760675, 21680517, 21680517, 21680517, 23199471, 21760675, 21760675, 21760675, 21760675, 21760675, 21760675, 21760675, 21680517, 21680517, 21680517, 21680517, 21680517, 21680517, 21693226, 91178679, 21681957, 21694746, 21694746, 21694746, 22125706, 26599157, 23372817, 21761555, 21761555, 21761555, 21761555, 82547372, 22999167, 21828674, 83361217, 22136320, 22136320, 22133280, 22133280, 22133280, 22133280, 22133280, 91630227, 27810146, 22284637, 23986064, 22325890, 44785819, 22404762, 30732926, 22418961, 22418961, 23372202, 25089213, 22478399, 22478399, 22478399, 22428236, 22428236, 22428236, 22428236, 22418961, 22418961, 22418961, 22330690, 22330690, 22330690, 22330690, 22330690, 58679103, 22404762, 22404762, 22404762, 22404762, 42008889, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22888018, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 22418961, 25071632, 22404762, 22404762, 22404762, 36600097, 22404762, 22325890, 22325890, 22284637, 22284637, 22345324, 22345324, 22345324, 22345324, 22345324, 22993930, 35329972, 67082381, 70011850, 38968753, 22566607, 22566607, 22566607, 22566607, 23151166, 22478399, 23258884, 22566607, 69831965, 45636973, 34356791, 22547710, 22547710, 22547710, 22547710, 22547710, 58203067, 22647414, 22581998, 22581998, 22581998, 22581998, 22547710, 22547710, 22584614]",0,0,0
